"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"FDY09",15.6,"low fat",0.042179884,"Snack Foods",174.7054,"OUT010",1998,"Unknown","Tier 3","Grocery Store",175.1054,28,"High"
"NCG06",16.35,"low fat",0.029420857,"Household",256.9646,"OUT013",1987,"High","Tier 3","Supermarket Type1",4637.9628,39,"Premium"
"FDG40",13.65,"low fat",0.066657791,"Frozen Foods",32.6558,"OUT010",1998,"Unknown","Tier 3","Grocery Store",67.9116,28,"Low"
"FDQ47",7.155,"regular",0.168154574,"Breads",33.7874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",882.185,22,"Low"
"DRH59",10.8,"low fat",0.097805615,"Hard Drinks",73.938,"OUT010",1998,"Unknown","Tier 3","Grocery Store",73.238,28,"Medium"
"FDH48",13.5,"low fat",0.06082246,"Baking Goods",85.154,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",605.878,19,"Medium"
"FDE34",9.195,"low fat",0.107870997,"Snack Foods",181.2634,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2362.9242,22,"High"
"NCM05",6.825,"low fat",0.059940022,"Health and Hygiene",262.4226,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3964.839,27,"Premium"
"FDU55",16.2,"low fat",0.035967107,"Fruits and Vegetables",260.3278,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7549.5062,27,"Premium"
"FDS60",20.85,"low fat",0.032442388,"Baking Goods",178.366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4673.916,22,"High"
"FDZ32",7.785,"regular",0.038288087,"Fruits and Vegetables",106.4964,"OUT013",1987,"High","Tier 3","Supermarket Type1",1577.946,39,"Medium"
"FDP12",9.8,"regular",0.045358609,"Baking Goods",36.1874,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",423.4488,24,"Low"
"NCL31",7.39,"low fat",0.119698523,"Others",143.047,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3578.675,41,"High"
"FDR32",6.78,"regular",0.150238656,"Fruits and Vegetables",229.3694,"OUT019",1985,"Small","Tier 1","Grocery Store",228.3694,41,"Premium"
"FDL08",10.8,"low fat",0.049478259,"Fruits and Vegetables",245.4144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3675.216,41,"Premium"
"FDY34",10.5,"regular",0.010998932,"Snack Foods",164.3842,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1823.6262,27,"High"
"DRG23",8.88,"low fat",0.0867729995,"Hard Drinks",154.0682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2896.8958,17,"High"
"FDD04",16,"low fat",0.08989642,"Dairy",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",1985.4156,39,"High"
"FDX37",16.2,"low fat",0.063385859,"Canned",98.17,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2696.49,19,"Medium"
"FDM09",11.15,"regular",0.086281593,"Snack Foods",170.579,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.232,17,"High"
"FDA52",16.2,"regular",0.128315409,"Frozen Foods",178.137,"OUT013",1987,"High","Tier 3","Supermarket Type1",3881.614,39,"High"
"NCV41",14.35,"low fat",0.017108186,"Health and Hygiene",110.3228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",552.614,17,"Medium"
"FDB20",7.72,"low fat",0.051970838,"Fruits and Vegetables",79.7986,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2336.958,22,"Medium"
"FDD28",10.695,"low fat",0.053296868,"Frozen Foods",60.5904,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",410.1328,19,"Low"
"FDI38",13.35,"regular",0.024482433,"Canned",205.7638,"OUT010",1998,"Unknown","Tier 3","Grocery Store",621.1914,28,"High"
"FDA28",16.1,"regular",0.047792845,"Frozen Foods",126.1362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3271.7412,22,"Medium"
"FDB32",20.6,"low fat",0.023339367,"Fruits and Vegetables",94.8778,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4036.7454,41,"Medium"
"NCS54",13.6,"low fat",0.009991273,"Household",175.537,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3705.177,22,"High"
"NCA17",20.6,"low fat",0.045675104,"Health and Hygiene",150.9392,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4026.7584,19,"High"
"FDR14",11.65,"low fat",0.173904193,"Dairy",52.3298,"OUT013",1987,"High","Tier 3","Supermarket Type1",269.649,39,"Low"
"FDS58",9.285,"regular",0.021039273,"Snack Foods",160.0578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2567.3248,27,"High"
"FDU08",10.3,"low fat",0.027426689,"Fruits and Vegetables",97.3042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",694.4294,17,"Medium"
"FDI60",7.22,"regular",0.064141866,"Baking Goods",61.251,"OUT010",1998,"Unknown","Tier 3","Grocery Store",126.502,28,"Low"
"FDU40",20.85,"low fat",0.037556341,"Frozen Foods",195.3478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1937.478,17,"High"
"FDX46",12.3,"regular",0.057835325,"Snack Foods",57.5562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2548.0166,41,"Low"
"FDG41",8.84,"regular",0.076995176,"Frozen Foods",112.0228,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1215.7508,19,"Medium"
"FDD14",20.7,"low fat",0.297312685,"Canned",185.4266,"OUT019",1985,"Small","Tier 1","Grocery Store",368.8532,41,"High"
"FDX45",16.75,"low fat",0.104348025,"Snack Foods",156.263,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4850.353,41,"High"
"NCN30",16.35,"low fat",0.016989991,"Household",98.541,"OUT035",2004,"Small","Tier 2","Supermarket Type1",772.328,22,"Medium"
"DRH13",8.575,"low fat",0.023885957,"Soft Drinks",106.628,"OUT046",1997,"Small","Tier 1","Supermarket Type1",958.752,29,"Medium"
"NCP30",20.5,"low fat",0.032954044,"Household",39.3822,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",314.2576,19,"Low"
"FDT52",9.695,"regular",0.047429578,"Frozen Foods",245.8144,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3430.2016,29,"Premium"
"FDS36",8.38,"regular",0.047152554,"Baking Goods",110.157,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3185.853,19,"Medium"
"FDB03",17.75,"regular",0.157470693,"Dairy",239.1538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4326.3684,17,"Premium"
"FDO09",13.5,"regular",0.125274674,"Snack Foods",262.191,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2366.919,29,"Premium"
"FDD28",10.695,"low fat",0.053038775,"Frozen Foods",59.5904,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1640.5312,41,"Low"
"FDF08",14.3,"regular",0.065339802,"Fruits and Vegetables",89.1856,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1845.5976,24,"Medium"
"FDB49",8.3,"regular",0.05046718,"Baking Goods",97.6384,"OUT010",1998,"Unknown","Tier 3","Grocery Store",197.0768,28,"Medium"
"FDB08",6.055,"low fat",0.031151714,"Fruits and Vegetables",162.3578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1604.578,22,"High"
"NCP06",20.7,"low fat",0.039306822,"Household",150.7366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3325.0052,27,"High"
"FDH28",15.85,"regular",0.110254143,"Frozen Foods",37.3506,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",341.5554,24,"Low"
"FDU20",19.35,"regular",0.037569401,"Fruits and Vegetables",120.7098,"OUT019",1985,"Small","Tier 1","Grocery Store",361.5294,41,"Medium"
"DRB25",12.3,"low fat",0.069852615,"Soft Drinks",107.4938,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2358.2636,19,"Medium"
"NCM30",19.1,"low fat",0.067676056,"Household",40.8796,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",371.5164,19,"Low"
"FDU57",8.27,"regular",0.149895348,"Snack Foods",152.0708,"OUT010",1998,"Unknown","Tier 3","Grocery Store",451.4124,28,"High"
"FDF56",16.7,"regular",0.209162936,"Fruits and Vegetables",179.1976,"OUT019",1985,"Small","Tier 1","Grocery Store",543.2928,41,"High"
"NCT30",9.1,"low fat",0.080277707,"Household",47.2718,"OUT035",2004,"Small","Tier 2","Supermarket Type1",850.8924,22,"Low"
"FDX15",17.2,"low fat",0.156935553,"Meat",160.6578,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1925.4936,17,"High"
"FDX58",13.15,"low fat",0.044011225,"Snack Foods",181.295,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4028.09,19,"High"
"FDQ08",15.7,"regular",0.031685529,"Fruits and Vegetables",63.1536,"OUT010",1998,"Unknown","Tier 3","Grocery Store",122.5072,28,"Low"
"DRL23",18.35,"low fat",0.015291576,"Hard Drinks",106.1938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1607.907,39,"Medium"
"FDA25",16.5,"regular",0.068112874,"Canned",104.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2889.572,22,"Medium"
"FDV09",12.1,"low fat",0.020600553,"Snack Foods",147.5734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3414.8882,27,"High"
"FDQ46",7.51,"low fat",0.10423592,"Snack Foods",111.7544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2460.7968,17,"Medium"
"FDH41",9,"low fat",0.081614376,"Frozen Foods",214.7534,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5806.4418,41,"Premium"
"FDY20",12.5,"regular",0.082215187,"Fruits and Vegetables",91.4488,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1086.5856,19,"Medium"
"FDO37",8.06,"low fat",0.021372636,"Breakfast",231.7326,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5313.7498,22,"Premium"
"FDZ55",6.055,"low fat",0.025460232,"Fruits and Vegetables",160.892,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1917.504,24,"High"
"FDS32",17.75,"regular",0.029510313,"Fruits and Vegetables",141.9838,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4354.9978,41,"High"
"FDV50",14.3,"low fat",0.122761775,"Dairy",124.373,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2093.941,27,"Medium"
"NCV30",20.2,"low fat",0.066065799,"Household",61.351,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1201.769,24,"Low"
"FDP16",18.6,"low fat",0.039454924,"Frozen Foods",244.0802,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3193.8426,17,"Premium"
"FDW39",6.69,"regular",0.036910398,"Meat",175.037,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2117.244,29,"High"
"FDN39",19.35,"regular",0.065520388,"Meat",169.0816,"OUT013",1987,"High","Tier 3","Supermarket Type1",3523.4136,39,"High"
"FDV55",17.75,"low fat",0.055159054,"Fruits and Vegetables",145.6444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2467.4548,27,"High"
"FDZ20",16.1,"low fat",0.034300475,"Fruits and Vegetables",253.2356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5849.7188,22,"Premium"
"FDK02",12.5,"low fat",0.112399145,"Canned",120.444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1438.128,27,"Medium"
"FDK10",5.785,"regular",0.040523265,"Snack Foods",177.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4853.682,17,"High"
"NCQ41",14.8,"low fat",0.019559746,"Health and Hygiene",193.7794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2926.191,17,"High"
"FDA11",7.75,"low fat",0.043483398,"Baking Goods",94.3436,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2363.59,19,"Medium"
"FDN13",18.6,"low fat",0.152366659,"Breakfast",98.5358,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1306.9654,24,"Medium"
"NCA42",6.965,"low fat",0.047784475,"Household",158.8604,"OUT010",1998,"Unknown","Tier 3","Grocery Store",316.9208,28,"High"
"NCX30",16.7,"low fat",0.026598474,"Household",245.8776,"OUT013",1987,"High","Tier 3","Supermarket Type1",4210.5192,39,"Premium"
"FDL10",8.395,"low fat",0.039300964,"Snack Foods",99.5042,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1884.8798,41,"Medium"
"FDQ33",13.35,"low fat",0.091348964,"Snack Foods",150.3708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4363.6532,27,"High"
"NCE42",21.1,"low fat",0.010602292,"Household",235.3958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3271.7412,29,"Premium"
"FDH58",12.3,"low fat",0.036997104,"Snack Foods",116.4834,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1842.9344,17,"Medium"
"FDF33",7.97,"low fat",0.021579162,"Seafood",105.9596,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2049.3324,24,"Medium"
"DRK49",14.15,"low fat",0.03593692,"Soft Drinks",41.0138,"OUT035",2004,"Small","Tier 2","Supermarket Type1",771.6622,22,"Low"
"NCK19",9.8,"low fat",0.09046564,"Others",193.6478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3099.9648,29,"High"
"FDT24",12.35,"regular",0.186192253,"Baking Goods",75.9328,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3012.0792,41,"Medium"
"FDI57",19.85,"low fat",0.054245722,"Seafood",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5518.1504,17,"High"
"NCQ06",13,"low fat",0.041621987,"Household",253.6014,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6630.0364,41,"Premium"
"FDB16",8.21,"low fat",0.044888397,"Dairy",87.3198,"OUT013",1987,"High","Tier 3","Supermarket Type1",610.5386,39,"Medium"
"FDB57",20.25,"regular",0.018805105,"Fruits and Vegetables",220.6772,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2223.772,29,"Premium"
"DRD13",15,"low fat",0.049279392,"Soft Drinks",65.7168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",575.2512,17,"Low"
"FDC41",15.6,"low fat",0.116815953,"Frozen Foods",75.567,"OUT013",1987,"High","Tier 3","Supermarket Type1",1684.474,39,"Medium"
"FDW59",13.15,"low fat",0.020698674,"Breads",86.3566,"OUT013",1987,"High","Tier 3","Supermarket Type1",1099.2358,39,"Medium"
"FDO49",10.6,"regular",0.033103556,"Breakfast",48.9008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",708.4112,27,"Low"
"FDO08",11.1,"regular",0.090008963,"Fruits and Vegetables",164.0526,"OUT010",1998,"Unknown","Tier 3","Grocery Store",164.4526,28,"High"
"NCV06",11.3,"low fat",0.116750407,"Household",195.2478,"OUT019",1985,"Small","Tier 1","Grocery Store",193.7478,41,"High"
"NCY06",15.25,"low fat",0.061184804,"Household",132.0968,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3914.904,29,"Medium"
"FDL03",19.25,"regular",0.027190917,"Meat",194.811,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2160.521,17,"High"
"NCL31",7.39,"low fat",0.120467994,"Others",145.147,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5296.439,27,"High"
"FDU46",10.3,"regular",0.011189235,"Snack Foods",86.654,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2423.512,19,"Medium"
"FDF04",17.5,"low fat",0.013714183,"Frozen Foods",259.2304,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2841.6344,19,"Premium"
"FDX31",20.35,"regular",0.014825605,"Fruits and Vegetables",234.7958,"OUT019",1985,"Small","Tier 1","Grocery Store",467.3916,41,"Premium"
"FDI24",10.3,"low fat",0.078728915,"Baking Goods",178.437,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2822.992,22,"High"
"FDY28",7.47,"regular",0.26639671,"Frozen Foods",215.6218,"OUT019",1985,"Small","Tier 1","Grocery Store",641.1654,41,"Premium"
"DRN11",7.85,"low fat",0.163902159,"Hard Drinks",143.3444,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1596.5884,19,"High"
"FDB10",10,"low fat",0.067312613,"Snack Foods",234.359,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3072.667,27,"Premium"
"FDI60",7.22,"regular",0.03832122,"Baking Goods",61.851,"OUT046",1997,"Small","Tier 1","Supermarket Type1",822.263,29,"Low"
"FDN15",17.5,"low fat",0.016653022,"Meat",139.518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2936.178,41,"Medium"
"NCE18",10,"low fat",0.021421289,"Household",248.375,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7240.575,22,"Premium"
"NCE43",12.5,"low fat",0.102941345,"Household",171.2448,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4602.0096,41,"High"
"NCN53",5.175,"low fat",0.030479118,"Health and Hygiene",33.2874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",635.1732,17,"Low"
"NCX41",19,"low fat",0.031024168,"Health and Hygiene",210.5244,"OUT019",1985,"Small","Tier 1","Grocery Store",1482.0708,41,"Premium"
"FDO52",11.6,"regular",0.077100381,"Frozen Foods",172.4106,"OUT013",1987,"High","Tier 3","Supermarket Type1",1539.9954,39,"High"
"FDW45",18,"low fat",0.038978526,"Snack Foods",148.6418,"OUT013",1987,"High","Tier 3","Supermarket Type1",2795.6942,39,"High"
"FDN45",19.35,"low fat",0.117530851,"Snack Foods",222.7088,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4026.7584,41,"Premium"
"FDD38",16.75,"regular",0.008238064,"Canned",101.9674,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1528.011,19,"Medium"
"FDK27",11,"low fat",0.015664229,"Meat",122.2756,"OUT019",1985,"Small","Tier 1","Grocery Store",121.1756,41,"Medium"
"FDG40",13.65,"low fat",0.039824346,"Frozen Foods",32.8558,"OUT046",1997,"Small","Tier 1","Supermarket Type1",645.1602,29,"Low"
"FDA34",11.5,"low fat",0.014883661,"Starchy Foods",174.508,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3635.268,27,"High"
"FDX48",17.75,"regular",0.038102203,"Baking Goods",154.0656,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1390.1904,19,"High"
"FDY37",17,"regular",0.026440214,"Canned",143.647,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2862.94,41,"High"
"DRE48",8.43,"low fat",0.017396308,"Soft Drinks",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.6128,17,"High"
"FDT58",9,"low fat",0.086088353,"Snack Foods",168.7816,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3355.632,27,"High"
"FDA19",7.52,"low fat",0.092272132,"Fruits and Vegetables",128.7994,"OUT010",1998,"Unknown","Tier 3","Grocery Store",128.4994,28,"Medium"
"FDG52",13.65,"low fat",0.065618434,"Frozen Foods",47.6402,"OUT035",2004,"Small","Tier 2","Supermarket Type1",459.402,22,"Low"
"FDA32",14,"low fat",0.052691046,"Fruits and Vegetables",216.3192,"OUT019",1985,"Small","Tier 1","Grocery Store",215.7192,41,"Premium"
"NCM19",12.65,"low fat",0.047333044,"Others",113.8202,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1800.3232,24,"Medium"
"NCF42",17.35,"low fat",0.167722519,"Household",176.3712,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1054.6272,24,"High"
"FDV23",11,"low fat",0.105816753,"Breads",126.0046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",871.5322,22,"Medium"
"DRA59",8.27,"regular",0.214125129,"Soft Drinks",183.9924,"OUT010",1998,"Unknown","Tier 3","Grocery Store",185.0924,28,"High"
"FDA01",15,"regular",0.054114924,"Canned",58.4904,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1054.6272,41,"Low"
"FDX44",9.3,"low fat",0.042758477,"Fruits and Vegetables",88.4172,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2051.9956,41,"Medium"
"FDW25",5.175,"low fat",0.037391881,"Canned",83.2224,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1789.6704,22,"Medium"
"NCM05",6.825,"low fat",0.104784329,"Health and Hygiene",266.0226,"OUT019",1985,"Small","Tier 1","Grocery Store",528.6452,41,"Premium"
"NCJ54",9.895,"low fat",0.060055757,"Household",234.2642,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3717.8272,22,"Premium"
"NCK07",10.65,"low fat",0.048885018,"Others",166.1526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1973.4312,17,"High"
"NCX05",15.2,"low fat",0.097611115,"Health and Hygiene",116.5492,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",810.9444,19,"Medium"
"FDV39",11.3,"low fat",0.007279889,"Meat",199.3426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2372.9112,29,"High"
"FDI19",15.1,"low fat",0.052329172,"Meat",244.2512,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3635.268,24,"Premium"
"FDT12",6.215,"regular",0.049621701,"Baking Goods",226.1062,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4739.8302,29,"Premium"
"FDF12",8.235,"low fat",0.08235926,"Baking Goods",147.6076,"OUT013",1987,"High","Tier 3","Supermarket Type1",3103.9596,39,"High"
"NCQ54",17.7,"low fat",0.012481638,"Household",168.3474,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5221.8694,41,"High"
"FDU10",10.1,"regular",0.045653999,"Snack Foods",35.6848,"OUT013",1987,"High","Tier 3","Supermarket Type1",633.8416,39,"Low"
"NCK53",11.6,"low fat",0.037734334,"Health and Hygiene",98.1042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2678.5134,17,"Medium"
"FDB51",6.92,"low fat",0.038454076,"Dairy",61.5852,"OUT046",1997,"Small","Tier 1","Supermarket Type1",813.6076,29,"Low"
"FDT10",16.7,"regular",0.062395455,"Snack Foods",57.6562,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",533.3058,19,"Low"
"NCU53",5.485,"low fat",0.042716235,"Health and Hygiene",164.8842,"OUT013",1987,"High","Tier 3","Supermarket Type1",2155.1946,39,"High"
"FDJ40",13.6,"regular",0.049547993,"Frozen Foods",108.6912,"OUT013",1987,"High","Tier 3","Supermarket Type1",2402.2064,39,"Medium"
"NCQ05",11.395,"low fat",0.037829469,"Health and Hygiene",151.0708,"OUT019",1985,"Small","Tier 1","Grocery Store",451.4124,41,"High"
"FDV15",10.3,"low fat",0.146172453,"Meat",103.3648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3219.8088,29,"Medium"
"FDD41",6.765,"regular",0.08739577,"Frozen Foods",105.3306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",836.2448,27,"Medium"
"FDT20",10.5,"low fat",0.041479396,"Fruits and Vegetables",36.8164,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",772.328,24,"Low"
"FDM44",12.5,"low fat",0.031023835,"Fruits and Vegetables",104.099,"OUT013",1987,"High","Tier 3","Supermarket Type1",309.597,39,"Medium"
"FDG21",17.35,"regular",0.146527359,"Seafood",150.205,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5992.2,24,"High"
